binomial_nomenclature,common_name,UTC,date,year,month,day,dayofyear,latitude,longitude,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler,angler_id,harvest_id
Centrarchus macropterus,Flier,2014-04-06 12:49:00 UTC,20140406,2014,04,06,96,38.08477776,-77.37770795,9,61,65,100,8,1024,33,46,0,10,0.423641452,pmk00001,204678,8884568
Coregonus albula,European Cisco,2016-08-02 13:25:00 UTC,20160802,2016,08,02,215,66.13109067,28.25962543,44,64,85,188,6,1005,52,57,6.2,9,0.00184046,apearox,367308,4778124
Coregonus artedi,Cisco,2017-09-12 14:37:28 UTC,20170912,2017,09,12,255,43.82233792,-88.94277265,40,73,81,216,5,1015,56,63,0,9,0.576343547,dwalc400,492264,7894039
Coregonus clupeaformis,Lake Whitefish,2016-07-11 00:57:00 UTC,20160710,2016,07,11,193,46.49829526,-84.33126926,31,80,72,273,5,1017,57,68,0,10,0.407539549,tortuga_rapido,10162,3689786
Coregonus clupeaformis,Lake Whitefish,2016-09-03 16:20:38 UTC,20160903,2016,09,03,247,47.159392,-94.762664,51,74,71,177,22,1011,59,68,4,10,0.052213676,bekkita,330695,4768151
Coregonus clupeaformis,Lake Whitefish,2017-06-05 21:10:00 UTC,20170605,2017,06,05,156,48.15606219,-91.07397795,1,70,56,77,6,1018,43,62,0,9,0.881128532,laneallen,748635,9502988
Enneacanthus gloriosus,Blue-spotted Sunfish,2012-04-06 02:52:00 UTC,20120405,2012,04,06,97,38.04194,-77.391729,15,60,53,31,13,1011,34,52,0,10,0.991765342,briangratwicke,3406,70488
Enneacanthus gloriosus,Blue-spotted Sunfish,2016-05-11 17:20:50 UTC,20160511,2016,05,11,132,38.59828331,-75.29699285,100,60,92,43,14,1020,52,55,10.1,9,0.301713579,jareddickey,233298,3244854
Enneacanthus gloriosus,Blue-spotted Sunfish,2017-05-21 17:13:00 UTC,20170521,2017,05,21,141,38.0613742,-77.3793408,86,68,77,109,9,1024,56,63,0.2,10,0.227146219,pmk00001,204678,6520175
Enneacanthus gloriosus,Blue-spotted Sunfish,2017-06-25 15:28:00 UTC,20170625,2017,06,25,176,38.04781417,-77.38125167,0,83,58,301,8,1016,59,76,0,10,0.036045965,pmk00001,204678,7124138
Enneacanthus gloriosus,Blue-spotted Sunfish,2017-07-22 10:29:00 UTC,20170722,2017,07,22,203,39.85237057,-74.22828402,33,92,72,113,9,1010,74,92,15,9,0.014557107,pmk00001,204678,7517747
Enneacanthus gloriosus,Blue-spotted Sunfish,2016-04-22 22:05:48 UTC,20160422,2016,04,22,113,30.723598,-82.488785,52,85,75,217,12,1017,62,73,5.1,9,0.994530923,levfrid,187197,8751269
Enneacanthus gloriosus,Blue-spotted Sunfish,2014-08-02 15:13:00 UTC,20140802,2014,08,02,214,40.08818729,-74.30100299,68,76,88,62,14,1020,67,73,12.8,9,0.36020894,pmk00001,204678,8928050
Enneacanthus obesus,Banded Sunfish,2016-04-23 14:35:08 UTC,20160423,2016,04,23,114,36.66848588,-75.91352575,69,72,87,334,15,1011,58,65,22.3,9,0.98148993,toshiro,223367,3013550
Enneacanthus obesus,Banded Sunfish,2017-06-12 15:01:39 UTC,20170612,2017,06,12,163,42.06279388,-71.15465328,0,92,62,239,12,1014,64,83,0,10,0.915336235,lily_ob28,348978,6606868
Enneacanthus obesus,Banded Sunfish,2017-07-22 17:00:00 UTC,20170722,2017,07,22,203,40.19889828,-74.36017043,37,97,70,122,7,1011,73,94,21,9,0.007787859,pmk00001,204678,7517745
Enneacanthus obesus,Banded Sunfish,2017-11-09 14:11:27 UTC,20171109,2017,11,09,313,40.90512886,-72.67237622,37,50,74,82,9,1020,38,46,0,10,0.642985908,caesarcastillo,389353,8655098
Enneacanthus obesus,Banded Sunfish,2016-04-22 19:36:45 UTC,20160422,2016,04,22,113,30.723598,-82.488785,52,85,75,217,12,1017,62,73,5.1,9,0.99576599,levfrid,187197,8751251
Lepomis,Sunfish,2015-03-23 21:42:46 UTC,20150323,2015,03,23,82,32.8033565,-96.8064332,10,76,78,155,12,1019,56,64,0,8,0.167648333,genebem,43801,1334033
Lepomis auritus,Redbreast Sunfish,2012-09-25 14:30:00 UTC,20120925,2012,09,25,269,41.05333774,-73.77281785,6,69,59,203,11,1021,45,65,0,10,0.790795933,damianbx,4124,129687
Lepomis auritus,Redbreast Sunfish,2013-10-14 17:26:25 UTC,20131014,2013,10,14,287,30.18879,-97.71945167,73,85,89,166,13,1016,72,81,12.6,9,0.796604591,cullen,2281,430682
Lepomis auritus,Redbreast Sunfish,2014-05-16 15:40:29 UTC,20140516,2014,05,16,136,29.601625,-99.73230833,0,88,38,190,17,1019,41,68,0,10,0.954114566,naiad2530,37153,679532
Lepomis auritus,Redbreast Sunfish,2014-05-16 15:29:14 UTC,20140516,2014,05,16,136,29.582434,-99.729351,0,88,38,190,17,1019,41,68,0,10,0.95449184,johnbotros,38731,681300
Lepomis auritus,Redbreast Sunfish,2014-05-16 16:40:53 UTC,20140516,2014,05,16,136,29.61688333,-99.744225,0,88,38,190,17,1019,41,68,0,10,0.952063037,cohen,10505,684468
Lepomis auritus,Redbreast Sunfish,2014-07-24 20:26:16 UTC,20140724,2014,07,24,205,42.65336167,-71.14967217,37,83,80,49,9,1009,67,77,3.6,9,0.042069027,steveg,45201,804143
Lepomis auritus,Redbreast Sunfish,2014-07-10 17:13:25 UTC,20140710,2014,07,10,191,30.29633333,-97.92787167,7,98,57,176,13,1016,65,87,0,10,0.953573312,cullen,2281,825991
Lepomis auritus,Redbreast Sunfish,2014-08-05 21:12:09 UTC,20140805,2014,08,05,217,40.86194167,-73.87441333,8,89,74,125,6,1015,69,83,0.1,10,0.694247391,ppark728,43879,861978
Lepomis auritus,Redbreast Sunfish,2015-03-19 18:32:58 UTC,20150319,2015,03,19,78,30.03641333,-97.31386667,98,75,90,189,15,1014,67,72,0.8,10,0.00595284,fishesoftexas,10601,1334009
Lepomis auritus,Redbreast Sunfish,2015-04-29 22:11:00 UTC,20150429,2015,04,29,119,40.472677,-74.571301,15,70,69,315,17,1008,46,61,0,10,0.841096793,zman1,85400,1451891
Lepomis auritus,Redbreast Sunfish,2015-07-12 22:18:58 UTC,20150712,2015,07,12,193,30.56191167,-94.24917167,37,100,68,212,7,1018,72,94,0,8,0.107637343,fishesoftexas,10601,1769900
Lepomis auritus,Redbreast Sunfish,2015-07-15 18:42:14 UTC,20150715,2015,07,15,196,29.845893,-99.284799,19,96,63,172,22,1011,65,85,0,10,0.002643972,sarahroberts,38701,1772444
Lepomis auritus,Redbreast Sunfish,2015-07-16 14:51:28 UTC,20150716,2015,07,16,197,29.725551,-99.086852,36,92,67,161,18,1012,69,89,0,8,0.004686109,sarahroberts,38701,1772902
Lepomis auritus,Redbreast Sunfish,2015-07-30 19:28:48 UTC,20150730,2015,07,30,211,30.582233,-98.227474,22,100,42,166,12,1016,62,92,0.1,10,0.992714161,fishesoftexas,10601,1837724
Lepomis auritus,Redbreast Sunfish,2015-07-30 20:38:46 UTC,20150730,2015,07,30,211,30.568853,-98.281372,18,100,41,163,13,1016,61,92,0,10,0.993560574,fishesoftexas,10601,1837849
Lepomis auritus,Redbreast Sunfish,2015-10-19 19:00:16 UTC,20151019,2015,10,19,292,35.633238,-82.558272,0,56,61,153,6,1032,28,43,0,10,0.389776641,allenratzlaff,28545,2244159
Lepomis auritus,Redbreast Sunfish,2015-07-10 15:45:28 UTC,20150710,2015,07,10,191,39.31333667,-76.81603333,22,89,65,324,18,1016,64,82,0,10,0.302854256,seanpmyers,150739,2352358
Lepomis auritus,Redbreast Sunfish,2016-04-15 22:01:12 UTC,20160415,2016,04,15,106,30.44522,-101.720729,9,84,65,139,25,1007,57,71,0,9,0.677588315,fishesoftexas,10601,2984811
Lepomis auritus,Redbreast Sunfish,2016-04-23 20:59:19 UTC,20160423,2016,04,23,114,40.23207833,-74.97367167,59,70,70,335,17,1011,50,63,2.5,10,0.974178899,brandonli,216606,3135087
Lepomis auritus,Redbreast Sunfish,2016-03-23 19:47:02 UTC,20160323,2016,03,23,83,33.79480785,-80.77481763,1,75,52,210,13,1022,42,61,0,10,0.998951206,jjmike,239733,3217871
Lepomis auritus,Redbreast Sunfish,2016-05-20 17:33:15 UTC,20160520,2016,05,20,141,38.91594667,-76.951545,47,75,64,110,6,1023,49,63,0,9,0.98648647,jorbogmont,77600,3231318
Lepomis auritus,Redbreast Sunfish,2016-06-08 20:51:01 UTC,20160608,2016,06,08,160,38.46953833,-78.31485,0,69,59,293,16,1010,46,61,0,10,0.177149567,kylefitzroy,165609,3438037
Lepomis auritus,Redbreast Sunfish,2016-06-09 17:11:04 UTC,20160609,2016,06,09,161,38.469475,-78.31485,3,77,55,290,11,1016,45,63,0,10,0.250814071,kylefitzroy,165609,3438048
Lepomis auritus,Redbreast Sunfish,2016-06-17 16:47:15 UTC,20160617,2016,06,17,169,35.897778,-79.93166395,25,83,72,23,16,1009,62,76,10.6,9,0.926300755,shstuddard,171344,3473035
Lepomis auritus,Redbreast Sunfish,2016-06-30 20:44:52 UTC,20160630,2016,06,30,182,29.72579478,-98.11273079,9,96,67,109,9,1013,70,90,0,9,0.170839692,jeremymaikoetter,69593,3582214
Lepomis auritus,Redbreast Sunfish,2016-07-09 17:02:07 UTC,20160709,2016,07,09,191,39.0178,-77.24092167,1,88,61,273,15,1008,66,83,0.1,10,0.284758468,kylefitzroy,165609,3651944
Lepomis auritus,Redbreast Sunfish,2016-07-22 03:27:11 UTC,20160721,2016,07,22,204,30.24530014,-97.80058349,0,101,52,184,12,1018,66,90,0,10,0.944092793,cullen,2281,3719379
Lepomis auritus,Redbreast Sunfish,2016-06-23 17:35:48 UTC,20160623,2016,06,23,175,29.87847359,-97.93199891,38,94,71,172,15,1016,70,87,0,10,0.887905554,mako252,18812,3749896
Lepomis auritus,Redbreast Sunfish,2016-08-02 15:59:08 UTC,20160802,2016,08,02,215,43.44361832,-73.69644727,62,75,88,63,6,1020,60,66,0.4,6,0.001134416,kpgrealish,244398,3789032
Lepomis auritus,Redbreast Sunfish,2016-08-01 13:17:57 UTC,20160801,2016,08,01,214,32.853705,-97.477705,0,100,46,191,20,1015,63,91,0,10,0.021996889,griff,108372,3789470
Lepomis auritus,Redbreast Sunfish,2016-05-10 23:08:38 UTC,20160510,2016,05,10,131,35.07046834,-81.56781443,52,84,50,207,10,1019,55,75,0,10,0.228557291,grant12,295587,3830816
Lepomis auritus,Redbreast Sunfish,2016-04-18 15:40:27 UTC,20160418,2016,04,18,109,39.508105,-77.561561,0,79,63,311,8,1024,49,68,0,10,0.889845717,drkilmer,219177,3838261
Lepomis auritus,Redbreast Sunfish,2016-05-29 15:26:37 UTC,20160529,2016,05,29,150,38.9208379,-78.41597502,68,77,70,171,4,1019,62,70,5,10,0.486805661,mongroovington,300181,3845073
Lepomis auritus,Redbreast Sunfish,2014-06-19 18:15:00 UTC,20140619,2014,06,19,170,35.10531337,-85.23467554,11,93,76,277,5,1019,71,86,5.5,10,0.503112305,jeffperry,288697,3882332
Lepomis auritus,Redbreast Sunfish,2016-08-17 21:43:02 UTC,20160817,2016,08,17,230,40.30453,-76.667655,70,87,75,288,12,1017,69,81,0.2,9,0.996627705,asl5120,114140,3907695
Lepomis auritus,Redbreast Sunfish,2016-08-17 22:42:00 UTC,20160817,2016,08,17,230,40.29195833,-76.664955,70,87,75,288,12,1017,69,81,0.2,9,0.997122269,asl5120,114140,3908024
Lepomis auritus,Redbreast Sunfish,2016-06-26 04:20:00 UTC,20160626,2016,06,26,178,35.48208889,-82.62641944,70,82,82,116,6,1021,67,77,0,8,0.675548274,reallifeecology,15723,4012482
Lepomis auritus,Redbreast Sunfish,2016-08-02 19:26:00 UTC,20160802,2016,08,02,215,43.71878329,-71.44441795,66,76,83,66,6,1021,59,66,12.1,9,0.000617181,yasingi,8956,4081242
Lepomis auritus,Redbreast Sunfish,2016-09-09 21:34:00 UTC,20160909,2016,09,09,253,29.69674122,-99.74991812,12,92,56,160,14,1012,64,84,0,10,0.540818864,jonahevans,10553,4095351
Lepomis auritus,Redbreast Sunfish,2016-09-19 01:32:05 UTC,20160918,2016,09,19,263,30.6625824,-97.7067337,21,99,66,212,9,1014,70,90,0,9,0.927308207,aaronramon,62176,4149187
Lepomis auritus,Redbreast Sunfish,2016-09-21 21:39:19 UTC,20160921,2016,09,21,265,32.88648479,-97.53496698,17,97,59,144,12,1015,66,85,0,10,0.67067661,marshallarnwine,315892,4168165
Lepomis auritus,Redbreast Sunfish,2011-04-29 12:09:00 UTC,20110429,2011,04,29,119,32.68215231,-97.4250412,1,87,48,169,25,1013,45,67,0,10,0.128235958,eangler,304765,4175848
Lepomis auritus,Redbreast Sunfish,2015-05-09 16:12:00 UTC,20150509,2015,05,09,129,33.03539875,-80.12948155,66,83,82,4,18,1015,66,74,2.8,10,0.694678686,toxmace,341557,4268238
Lepomis auritus,Redbreast Sunfish,2010-06-25 14:11:00 UTC,20100625,2010,06,25,176,35.36205357,-80.89666843,21,101,62,112,6,1015,69,91,0,10,0.991592457,kevinemetcalf,286459,4316193
Lepomis auritus,Redbreast Sunfish,2016-06-14 16:54:00 UTC,20160614,2016,06,14,166,41.76692061,-74.15742517,10,80,53,321,9,1012,48,67,0,10,0.719631599,dchernack,191651,4385521
Lepomis auritus,Redbreast Sunfish,2016-04-27 09:51:00 UTC,20160427,2016,04,27,118,35.21420969,-80.80444336,22,88,61,219,14,1010,61,77,0.1,10,0.768591125,east_coast_power_cihlids,300759,4732394
Lepomis auritus,Redbreast Sunfish,2016-08-23 22:21:00 UTC,20160823,2016,08,23,236,35.77367542,-79.14836705,29,83,55,88,3,1023,62,76,0,10,0.640394645,mkosiewski,360028,4740257
Lepomis auritus,Redbreast Sunfish,2017-01-15 18:14:00 UTC,20170115,2017,01,15,15,35.7367716,-79.11250591,67,56,73,37,9,1027,42,50,0.1,10,0.870820327,tallastro,256327,4963363
Lepomis auritus,Redbreast Sunfish,2017-02-17 19:31:11 UTC,20170217,2017,02,17,48,30.64632527,-97.71907602,29,73,75,194,19,1012,50,59,0,10,0.59566677,aaronramon,62176,5127954
Lepomis auritus,Redbreast Sunfish,2017-03-25 18:48:00 UTC,20170325,2017,03,25,84,35.54154051,-79.89380121,64,71,83,214,12,1025,55,64,0.3,7,0.068762753,tallastro,256327,5479317
Lepomis auritus,Redbreast Sunfish,2017-03-25 14:59:00 UTC,20170325,2017,03,25,84,38.71984241,-77.21169144,46,78,80,219,9,1022,57,68,0.3,10,0.077874273,pmk00001,204678,5497821
Lepomis auritus,Redbreast Sunfish,2017-02-12 11:24:00 UTC,20170212,2017,02,12,43,38.84100289,-77.0546025,63,67,77,176,14,1010,43,53,3.4,10,0.975296624,pmk00001,204678,5516702
Lepomis auritus,Redbreast Sunfish,2016-01-03 19:44:00 UTC,20160103,2016,01,03,3,38.80249373,-77.08718061,0,46,63,271,12,1014,28,41,0,10,0.353950641,pmk00001,204678,5526117
Lepomis auritus,Redbreast Sunfish,2016-04-30 18:00:00 UTC,20160430,2016,04,30,121,38.88836055,-77.059865,100,65,77,94,10,1021,49,56,3.2,9,0.436711083,pmk00001,204678,5538808
Lepomis auritus,Redbreast Sunfish,2016-05-07 15:21:00 UTC,20160507,2016,05,07,128,38.8432842,-77.06138313,87,70,81,262,10,1007,53,59,1.9,8,0.012540423,pmk00001,204678,5538872
Lepomis auritus,Redbreast Sunfish,2016-06-26 13:51:00 UTC,20160626,2016,06,26,178,38.80246029,-77.0872128,0,88,58,108,7,1023,59,79,0,10,0.633626691,pmk00001,204678,5539029
Lepomis auritus,Redbreast Sunfish,2016-10-30 15:49:00 UTC,20161030,2016,10,30,304,38.05642454,-77.2264191,40,81,64,219,11,1015,56,70,0,10,0.00137687,pmk00001,204678,5540660
Lepomis auritus,Redbreast Sunfish,2017-04-03 17:44:49 UTC,20170403,2017,04,03,93,30.63895416,-97.71095276,100,79,56,248,12,1007,50,68,6.9,10,0.49707898,aaronramon,62176,5558487
Lepomis auritus,Redbreast Sunfish,2017-03-25 21:50:00 UTC,20170325,2017,03,25,84,36.20028705,-78.88633668,30,73,80,219,14,1025,55,64,0,9,0.061870312,mkosiewski,360028,5587364
Lepomis auritus,Redbreast Sunfish,2017-04-12 18:57:14 UTC,20170412,2017,04,12,102,30.65174477,-97.69435108,100,76,74,110,12,1020,60,68,1,8,0.976330548,aaronramon,62176,5671902
Lepomis auritus,Redbreast Sunfish,2017-04-17 17:33:36 UTC,20170417,2017,04,17,107,30.054797,-98.241194,89,74,86,139,12,1016,64,71,2.6,6,0.661999289,mjcasarez,11481,5803835
Lepomis auritus,Redbreast Sunfish,2017-02-08 21:19:50 UTC,20170208,2017,02,08,39,32.61936795,-95.25447013,7,75,55,266,18,1009,44,66,0,10,0.943355266,wgsflyfish,454405,5812871
Lepomis auritus,Redbreast Sunfish,2017-04-18 23:16:00 UTC,20170418,2017,04,18,108,30.13408707,-97.79094343,75,74,85,66,9,1016,64,68,6.1,7,0.546013463,jeffmci9,435598,5860059
Lepomis auritus,Redbreast Sunfish,2017-04-23 14:23:00 UTC,20170423,2017,04,23,113,38.80214257,-77.08572686,88,56,69,73,11,1018,43,53,4,9,0.114686127,pmk00001,204678,5927388
Lepomis auritus,Redbreast Sunfish,2015-05-17 15:45:00 UTC,20150517,2015,05,17,137,38.80253972,-77.08721548,76,85,87,264,8,1021,70,80,3.5,9,0.004376462,pmk00001,204678,5966605
Lepomis auritus,Redbreast Sunfish,2015-08-02 15:22:00 UTC,20150802,2015,08,02,214,38.80239654,-77.08723761,10,95,49,284,7,1013,58,85,0,10,0.932128781,pmk00001,204678,5993339
Lepomis auritus,Redbreast Sunfish,2017-05-01 13:41:00 UTC,20170501,2017,05,01,121,38.86412178,-77.04240918,70,79,69,196,23,1010,64,76,3.1,9,0.332284497,pmk00001,204678,6069302
Lepomis auritus,Redbreast Sunfish,2017-05-03 23:44:57 UTC,20170503,2017,05,03,123,30.40471458,-97.78958893,67,83,74,214,15,1009,63,75,4.4,8,0.595637238,conormcmahon,201832,6093333
Lepomis auritus,Redbreast Sunfish,2017-05-20 15:04:13 UTC,20170520,2017,05,20,140,38.84497798,-77.06411404,74,74,64,65,14,1023,55,70,0.9,10,0.335895868,beautifulnature,483863,6285127
Lepomis auritus,Redbreast Sunfish,2017-05-20 15:14:42 UTC,20170520,2017,05,20,140,38.84498645,-77.06407875,74,74,64,65,14,1023,55,70,0.9,10,0.335145082,beautifulnature,483863,6285281
Lepomis auritus,Redbreast Sunfish,2017-05-20 15:18:57 UTC,20170520,2017,05,20,140,38.84496989,-77.06414245,74,74,64,65,14,1023,55,70,0.9,10,0.334840768,beautifulnature,483863,6285340
Lepomis auritus,Redbreast Sunfish,2017-05-20 17:27:58 UTC,20170520,2017,05,20,140,38.84780327,-77.10130571,74,74,64,65,14,1023,55,70,0.9,10,0.325619845,beautifulnature,483863,6287198
Lepomis auritus,Redbreast Sunfish,2017-05-20 15:00:00 UTC,20170520,2017,05,20,140,35.50631278,-80.85958153,2,86,65,201,5,1020,63,79,0.1,10,0.336197912,kevinemetcalf,286459,6291040
Lepomis auritus,Redbreast Sunfish,2017-05-29 20:30:00 UTC,20170529,2017,05,29,149,30.62598413,-97.69027948,66,77,79,87,8,1015,66,73,19.9,8,0.224291944,nicholas_pickleous,466061,6424707
Lepomis auritus,Redbreast Sunfish,2017-05-24 19:38:50 UTC,20170524,2017,05,24,144,31.01647,-99.196485,0,81,51,301,10,1013,46,67,0,10,0.017138163,fishesoftexas,10601,6435331
Lepomis auritus,Redbreast Sunfish,2017-06-04 23:08:53 UTC,20170604,2017,06,04,155,32.97348467,-80.19850161,30,85,79,136,9,1015,70,79,0,8,0.818870595,richardmallett,440434,6501541
Lepomis auritus,Redbreast Sunfish,2017-05-20 18:18:00 UTC,20170520,2017,05,20,140,38.80261139,-77.08734417,75,74,67,64,13,1023,56,71,0.6,10,0.322053356,pmk00001,204678,6506316
Lepomis auritus,Redbreast Sunfish,2017-05-20 12:33:00 UTC,20170520,2017,05,20,140,38.8840761,-77.0384557,74,74,64,65,14,1023,55,70,0.9,10,0.346747419,pmk00001,204678,6506324
Lepomis auritus,Redbreast Sunfish,2017-06-03 21:06:44 UTC,20170603,2017,06,03,154,30.02204132,-98.1217804,50,85,78,111,8,1011,70,79,8.2,7,0.731396608,jeffreyjenkerson,444793,6513162
Lepomis auritus,Redbreast Sunfish,2017-05-21 21:07:00 UTC,20170521,2017,05,21,141,38.0613742,-77.3793408,86,68,77,109,9,1024,56,63,0.2,10,0.211815851,pmk00001,204678,6520170
Lepomis auritus,Redbreast Sunfish,2017-05-21 11:22:00 UTC,20170521,2017,05,21,141,38.80249373,-77.08679438,81,65,65,131,12,1025,51,63,0.1,10,0.250666965,pmk00001,204678,6520179
Lepomis auritus,Redbreast Sunfish,2015-09-08 16:46:00 UTC,20150908,2015,09,08,251,34.988535,-84.6345,7,89,74,123,7,1016,67,79,3.7,10,0.185453014,quiggifur,505122,6563946
Lepomis auritus,Redbreast Sunfish,2017-05-25 14:31:00 UTC,20170525,2017,05,25,145,32.69622689,-85.25629611,16,70,66,270,12,1009,53,65,0.4,9,0.002551749,pmk00001,204678,6572472
Lepomis auritus,Redbreast Sunfish,2017-05-26 17:46:00 UTC,20170526,2017,05,26,146,32.88388311,-85.96546564,3,81,71,221,4,1016,57,69,0,10,0.015024432,pmk00001,204678,6572509
Lepomis auritus,Redbreast Sunfish,2017-06-15 18:11:25 UTC,20170615,2017,06,15,166,39.31008,-76.7928,52,79,68,120,9,1015,61,72,0,10,0.678637978,kylefitzroy,165609,6674102
Lepomis auritus,Redbreast Sunfish,2017-06-16 20:51:47 UTC,20170616,2017,06,16,167,39.06705575,-77.32930949,89,79,79,154,5,1012,67,75,7.1,8,0.567387254,laurenkiebler,292275,6683488
Lepomis auritus,Redbreast Sunfish,2017-06-16 21:33:27 UTC,20170616,2017,06,16,167,39.06711275,-77.32935484,89,79,79,154,5,1012,67,75,7.1,8,0.56436258,laurenkiebler,292275,6683936
Lepomis auritus,Redbreast Sunfish,2017-06-18 20:18:59 UTC,20170618,2017,06,18,169,32.3821907,-85.30366516,44,83,84,226,7,1013,71,79,2.5,9,0.354091265,quiggifur,505122,6713740
Lepomis auritus,Redbreast Sunfish,2017-06-18 14:22:22 UTC,20170618,2017,06,18,169,33.27963257,-85.72807312,55,79,88,217,6,1013,72,77,5.6,8,0.380921617,quiggifur,505122,6714099
Lepomis auritus,Redbreast Sunfish,2017-06-18 11:31:15 UTC,20170618,2017,06,18,169,33.27717972,-85.67037964,55,79,88,217,6,1013,72,77,5.6,8,0.393849821,quiggifur,505122,6714125
Lepomis auritus,Redbreast Sunfish,2017-06-18 10:51:14 UTC,20170618,2017,06,18,169,33.32385635,-85.65641785,55,79,88,217,6,1013,72,77,5.6,8,0.396876583,quiggifur,505122,6714130
Lepomis auritus,Redbreast Sunfish,2017-06-18 10:23:58 UTC,20170618,2017,06,18,169,33.32371359,-85.65647498,55,79,88,217,6,1013,72,77,5.6,8,0.398939563,quiggifur,505122,6714190
Lepomis auritus,Redbreast Sunfish,2017-06-20 22:21:47 UTC,20170620,2017,06,20,171,38.7362843,-77.22338267,6,83,65,243,8,1014,61,77,0,10,0.147530602,carrotguy6006,513334,6741371
Lepomis auritus,Redbreast Sunfish,2017-06-21 16:59:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.087629813,jeffmci9,435598,6748072
Lepomis auritus,Redbreast Sunfish,2017-06-21 17:07:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.087248409,jeffmci9,435598,6748116
Lepomis auritus,Redbreast Sunfish,2017-06-21 17:10:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.087105569,jeffmci9,435598,6748127
Lepomis auritus,Redbreast Sunfish,2017-06-21 17:12:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.0870104,jeffmci9,435598,6748143
Lepomis auritus,Redbreast Sunfish,2017-06-21 17:13:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.086962832,jeffmci9,435598,6748159
Lepomis auritus,Redbreast Sunfish,2017-06-21 17:57:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.08488114,jeffmci9,435598,6748336
Lepomis auritus,Redbreast Sunfish,2017-06-21 18:00:00 UTC,20170621,2017,06,21,172,30.1402702,-97.7810637,0,97,58,26,12,1011,66,87,0,16,0.084740012,jeffmci9,435598,6748353
Lepomis auritus,Redbreast Sunfish,2017-06-15 21:50:56 UTC,20170615,2017,06,15,166,30.34174718,-95.54270245,48,92,73,199,8,1014,72,86,0.1,6,0.664026444,donquixote,77664,6830080
Lepomis auritus,Redbreast Sunfish,2017-06-23 21:54:00 UTC,20170623,2017,06,23,174,30.62728824,-97.69796133,3,99,55,182,15,1007,67,90,0,10,0.001877749,nicholas_pickleous,466061,6864265
Lepomis auritus,Redbreast Sunfish,2017-04-08 17:27:00 UTC,20170408,2017,04,08,98,35.5194793,-79.348037,25,63,50,303,6,1016,30,51,0,10,0.936511987,quiggifur,505122,6905485
