dayofyear,angler,harvest_size,month,cloud_cover,temp_f,humidity,wind_direction_degrees,wind_speed_kmph,pressure_mb,dewpoint_f,head_index_f,percipitation_mm,visualbility_km,moon_phase,angler_id,harvest_id
103,lanafromtexas,1,04,75,76,76,122,13,1020,63,71,1.1,10,0.929948599,441612,5680000
103,nicholas_pickleous,1,04,100,76,78,93,13,1020,61,69,2.4,7,0.968889689,466061,6410968
103,tmaines2016,1,04,25,72,59,59,5,1026,44,61,0.1,10,0.931212902,454429,5786771
103,trent,7,04,65,67,77,53,16,1019,54,62,0.2,9,0.355331947,178246,2924008.571
104,blubayou,1,04,63,77,75,162,9,1018,61,69,0.9,7,0.892054629,18552,5707202
104,fishhunter,1,04,86,69,90,49,14,1017,59,62,13.8,7,0.460267815,300103,4003371
104,griff,1,04,63,79,69,178,19,1017,59,71,1.8,10,0.885050981,108372,5696765
104,kadota21,1,04,30,60,73,44,14,1021,45,54,2.4,10,0.227022573,83571,1393495
104,ksturdivant,1,04,88,74,77,156,12,1018,60,67,2.7,8,0.897377379,422320,5701206
104,mmccarthy98,1,04,38,58,49,141,10,1025,29,50,0.2,10,0.887928066,106768,5716275
104,monicahiggins,1,04,38,83,63,70,16,1019,60,74,0,10,0.891851544,410976,5872967
104,nicklambert,1,04,55,68,81,107,9,1024,51,60,0,5,0.389644835,661392,8871588
104,notana,1,04,63,79,70,177,15,1018,57,69,6.1,10,0.881108711,121379,5705838
104,nv_multispeciesfishing,2,04,79,70,62,42,15,1023,45,59,0.1,9,0.460562462,535133,7095313.5
104,pmk00001,1,04,44,71,88,184,25,1016,58,63,0.2,10,0.994096473,204678,8884601
105,allens,1,04,12,77,74,177,21,1012,44,61,0,9,0.190901059,14290,238544
105,athena4405,2,04,50,79,78,180,18,1016,62,70,0.5,10,0.812979101,451655,5736024
105,benjamin35,2,04,82,82,81,161,15,1017,65,73,1,10,0.819749658,452347,5728774
105,cypseloides,1,04,88,79,72,148,9,1021,61,71,1.3,7,0.834506688,6097,5724515
105,daniel_folds,1,04,38,79,65,150,6,1024,56,71,0,8,0.82464178,269252,5760469
105,daniel112,1,04,70,77,72,180,20,1016,62,71,0.4,10,0.820310933,284401,5743944
105,fishesoftexas,1,04,0,85,64,152,20,1012,53,68,0,9,0.569634882,10601,2983475
105,fleetfox,1,04,100,77,76,162,12,1017,64,72,0.3,8,0.810354349,393356,5747895
105,ilouque,1,04,38,79,79,167,11,1019,63,72,0.5,6,0.83201673,31101,5724030
105,madcap3693,1,04,75,59,59,198,10,1025,39,54,1,10,0.82939103,135019,6143219
105,nativefishnic,1,04,75,77,72,180,20,1016,61,71,0.4,10,0.831492879,16784,5812861
105,neosec,1,04,38,61,51,226,17,1023,34,53,4.7,10,0.808195851,95919,5739011
105,peaseddy,2,04,75,63,63,198,13,1023,41,54,10.8,8,0.83876597,457952,5893524
105,scottstan,1,04,75,77,72,180,19,1016,61,71,0.4,10,0.808838313,443355,5737558
105,sullymarko,1,04,96,83,81,159,17,1017,64,73,1.1,9,0.833743926,452647,5719205
105,tallastro,2,04,50,74,68,225,4,1026,55,67,0.5,8,0.808058863,256327,5797620.5
105,tex_66,1,04,46,85,82,151,13,1018,66,75,0.1,7,0.809371502,439918,5752307
105,toby,2,04,72,77,73,179,20,1016,61,70,0.3,10,0.811943004,2098,5736980
106,alexfranzen,1,04,0,56,56,282,17,1015,37,53,0,10,0.748455553,187733,6961692
106,brushfreeman,2,04,99,77,80,163,15,1016,65,73,4,8,0.742085376,59933,5771177.5
106,cmowery,1,04,32,75,76,138,13,1020,54,63,0.1,7,0.676279299,334107,4612686
106,colby,1,04,19,70,76,115,15,1014,54,63,0,9,0.678802779,92997,3309747
106,eraskin,1,04,100,68,71,236,6,1023,51,61,4.5,8,0.737867542,32654,5904771
106,fishesoftexas,5,04,9,84,65,139,25,1007,57,71,0,9,0.667658034,10601,2984653
106,gaylelyons,1,04,100,79,75,186,19,1016,64,73,3.9,10,0.740711671,448794,5765144
106,kriston,1,04,56,79,76,179,16,1017,61,70,0.2,9,0.802103087,347052,5742176
106,nativefishnic,1,04,87,79,73,187,17,1016,64,73,9.8,9,0.732201606,16784,5808192
106,nicholas_pickleous,1,04,100,77,81,158,17,1016,64,71,1.1,10,0.802453814,466061,6409617
106,radragon,1,04,25,81,68,151,9,1023,59,72,0,10,0.737950978,471606,6048696
106,rc556011,1,04,100,77,66,239,17,1016,56,68,4.4,9,0.734060145,390181,5771375
106,timtombanjo,1,04,93,80,81,162,16,1016,66,74,3.5,8,0.738941925,448158,5769154
106,wilddallas,1,04,44,83,71,117,13,1012,59,71,0,10,0.618306438,264768,3664824
107,codyjewell,1,04,24,67,63,128,7,1029,33,47,0,10,0.922219786,37164,651454
107,coffearobusta42,2,04,100,59,90,198,8,1017,49,51,2.6,6,0.657697486,25480,5797428
107,fishesoftexas,4,10,60,80.75,82,152,16.75,1009.5,64,72,6.775,7.5,0.391251216,10601,2200193
107,jmarchal,1,04,1,64,46,111,12,1028,29,50,0,10,0.754119821,81136,2956603
107,joshualively,2,04,74,74,82,151,10,1016,64,70,3.7,8,0.65307367,260982,5790327
107,kayrad23,1,04,25,65,55,106,8,1022,40,59,7.1,10,0.664157642,392849,5794939
107,laberge56,1,04,80,74,86,127,16,1011,63,66,1.9,7,0.740654058,393645,4986011
107,lgarrisontx,1,04,72,82,92,144,12,1013,68,73,14.5,5,0.012205596,72922,1404277
107,marty_dreamcatcher,1,04,38,56,63,312,16,1017,40,53,0.1,10,0.655749917,460473,5896939
107,mjcasarez,4,04,88.75,74,86,140.25,12,1016,64,70.75,2.825,6.25,0.659340262,11481,5803939.75
107,quiggifur,1,04,49,73,75,110,12,1024,49,61,0.7,7,0.738179745,505122,6565002
107,shadoj,1,04,25,54,55,330,8,1022,32,46,0,10,0.702766361,279148,5812937
107,westwind78,1,04,50,81,61,191,6,1022,56,73,0.4,9,0.711068854,261480,5898961
107,wjneely,1,04,88,70,91,126,19,1010,63,65,3,6,0.765753633,172852,2959237
108,brucestewart,1,04,25,79,75,142,13,1016,62,72,0.5,10,0.562101527,455906,5892976
108,jdcaldwell,1,04,50,77,79,187,12,1015,61,68,2,8,0.551524713,435679,6033587
108,jeffmci9,2,04,75,74,85,66,9,1016,64,68,6.1,7,0.54571067,435598,5860051
108,jimjosefson,1,04,1,65,59,33,4,1030,39,51,0,10,0.830095818,147248,2962196
108,jweathers,1,04,88,79,79,150,8,1018,64,72,1.3,6,0.554801892,452738,6041819
108,krista_schlyer,2,04,11,72,51,319,17,1023,44,64,0,10,0.150459346,301766,3854923.5
108,kylefitzroy,2,04,32,71,62,71,8,1021.5,45,62.5,0,9,0.290657188,165609,4253431
108,mfria631,1,04,73,76,79,134,22,1021,59,68,0.2,10,0.818235166,318214,4008235
108,mracre,6,04,98,74,88,88,7,1016,65,69,5.6,7,0.557954888,4568,5846980.333
108,ncowey,8,04,98,74,88,88,7,1016,65,69,5.6,7,0.557109438,64142,5886143.25
108,pmk00001,1,04,43,78,81,143,12,1020,54,68,2.1,10,0.520804731,204678,9821645
108,tadamcochran,1,04,38,79,78,134,9,1016,63,71,0.6,9,0.571628367,13118,5830464
109,akumar99,1,04,72,79,82,144,14,1016,68,74,2.5,10,0.456497138,444588,5859527
109,drkilmer,1,04,0,79,63,311,8,1024,49,68,0,10,0.889845717,219177,3838261
109,i_am_neil,1,04,19,75,42,206,10,1014,33,65,0,10,0.012276134,385008,7989005
109,marillionjade24,1,04,83,83,83,157,13,1016,66,74,0.5,6,0.478678171,143755,5859854
109,pete_woods,1,04,100,68,67,207,18,1019,51,63,12,8,0.47356105,2470,5876166
110,benjamin35,1,04,63,81,75,180,13,1014,66,75,0,10,0.348537659,452347,5887600
110,dpom,1,04,30,73,80,256,8,1010,50,61,0,7,0.058120557,16101,1409952
110,emilyanne1296,1,04,100,70,72,250,22,1011,54,64,7,10,0.369979962,389133,5874203
110,finatic,1,04,15,91,65,163,16,1014,70,89,0.3,10,0.021908083,10285,1454452
110,jbroadhead,3,04,36,82,50,187,5,1023,49,69,0,10,0.945874629,228699,3078697.667
110,jmosley168,1,04,72,81,66,94,14,1019,63,78,2.8,10,0.346078592,456254,5879400
110,laurensoller,1,04,100,70,72,250,22,1011,54,64,7,10,0.374727885,392694,5874209
110,qgroom,1,04,7,75,55,125,8,1018,40,61,0,10,0.388924128,63000,5925230
110,rholt92,1,04,7,57,60,327,7,1025,30,45,0,10,0.707828739,14287,265882
110,sipamala,1,04,75,77,75,177,17,1014,64,72,0.4,10,0.365292774,420326,5879396
111,alejandra_romero,1,04,88,81,70,185,20,1010,64,76,1.4,10,0.268370367,441388,5899568
111,canastas,1,04,63,50,59,349,17,1020,32,46,0,10,0.279916115,11121,5896033
111,gloria3611,1,04,88,81,70,185,20,1010,64,76,1.4,10,0.256310748,441390,5895857
111,haileyd,1,04,88,81,70,185,20,1010,64,76,1.4,10,0.268372556,434830,5920486
111,josealcala,1,04,88,81,70,185,20,1010,64,76,1.4,10,0.268378028,437574,5893291
111,nrlewis,1,04,63,52,63,120,12,1020,35,47,0.3,10,0.259373413,392680,5928973
111,nv_multispeciesfishing,1,04,65,80,58,77,14,1020,54,71,0,10,0.979618229,535133,7095311
111,oddfitz,1,04,63,83,68,186,23,1009,64,77,1.6,10,0.26873047,115786,5899343
112,annikaml,2,04,35,83,68,174,14,1008,57,71,0,9,0.579967995,24973,1597005.5
112,chase5,1,04,25,74,70,325,13,1014,51,65,0.1,9,0.998741848,224068,3022748
112,christinarscanlon,2,04,88,65,67,359,16,1014,54,67,1.3,7,0.178870182,173651,5928003
112,driftlessroots,2,04,50,56,53,33,9,1023,31,49,0,10,0.173688875,249972,5912610
112,fishesoftexas,3,04,91,77,77,99,19,1012,66,75,0.6,10,0.175796919,10601,6249334.333
112,gavinnupp,3,04,75,52,59,23,12,1019,35,49,0.1,9,0.191048032,245356,5913201.667
112,jeffmci9,2,04,88,65,69,121,19,1014,54,65,1.3,7,0.170722501,435598,5916013
112,noelpenn,1,04,92,73,91,221,13,1012,63,66,56.4,5,0.998124851,205217,2998323
112,peaseddy,1,04,88,50,71,331,12,1017,37,46,0.4,6,0.179732537,457952,5913900
112,randybodkins,1,04,100,50,72,28,8,1015,42,51,6,5,0.207012574,492790,6615870
113,brian160,1,04,38,67,52,43,16,1016,36,55,0.2,10,0.134616515,460316,5919722
113,eddiecorwin,1,04,64,65,66,328,7,1015,40,54,0,10,0.998185211,117554,3021566
113,fishesoftexas,8,04,38,76,49,355,17,1019,47,68,0.3,9,0.116138894,10601,6251114.125
113,levfrid,3,04,52,85,75,217,12,1017,62,73,5.1,9,0.994944298,187197,8751261
113,mfria631,1,04,73,63,73,79,13,1017,46,55,1.4,10,0.308149496,318214,4009861
113,pmk00001,2,04,88,56,69,73,11,1018,43,53,4,9,0.112763379,204678,5927386
114,aaronramon,1,04,17,79,55,174,10,1013,48,67,0,10,0.034016087,62176,5956209
114,brandonli,1,04,59,70,70,335,17,1011,50,63,2.5,10,0.974178899,216606,3135087
114,peaseddy,2,04,0,59,60,144,6,1020,38,52,0,9,0.050374823,457952,5939144.5
114,quiggifur,3,04,13,76,69,124,8,1017,53,66,0,9,0.981446381,505122,6564996.667
114,toshiro,5,04,68,71.4,87.4,335.2,15.6,1011,58.2,64.6,20.54,9,0.980143951,223367,3013188
115,adrozdowicz,1,04,88,63,75,128,13,1011,47,55,0,9,0.008849868,529076,7370186
115,fisherray,1,04,47,56,73,197,8,1008,36,45,1.2,10,0.12893721,33975,642952
115,matthewherron,2,04,41,84,70,138,7,1015,59,72,0,10,0.939248411,17201,3034929.5
115,nanofishology,1,04,60,79,82,168,17,1012,62,69,1.4,8,0.937522484,90526,3024129
115,nv_multispeciesfishing,1,04,6,84,59,66,8,1017,55,70,0,10,0.953334394,535133,7095309
115,peaseddy,3,04,100,54,68,111,17,1018,42,53,5.6,7,0.007048525,457952,5960441.667
115,pmk00001,1,04,0,67,38,177,10,1019,30,57,0,10,0.937134638,204678,5538680
115,quiggifur,1,04,41,85,80,227,17,1004,61,73,5.6,8,0.468481221,505122,6563361
115,saulwkco,1,04,8,84,57,119,10,1010,51,76,0,10,0.939740264,279716,4613537
115,the-catfinch,1,04,47,60,61,236,16,1012,36,51,1.1,10,0.945241997,456270,5862600
116,dnydick,1,04,10,61,58,277,5,1030,28,49,0,10,0.982661947,2544,246118
116,jon_sullivan,1,04,97,51,96,101,12,994,46,47,46.8,6,0.597428986,1115,1451545
116,jordwells13,1,04,43,77,74,204,17,1011,53,63,0,10,0.882991343,80850,9842043
116,peaseddy,1,04,100,54,68,111,17,1018,42,53,5.6,7,0.0040067,457952,5960942
116,rachel8,1,04,75,65,80,141,12,1007,50,59,0.8,7,0.003013747,109644,5976352
116,shannonsouth,1,04,72,79,71,207,19,1007,55,68,1.2,10,0.878848154,209218,3034336
117,austinbennett,1,04,88,65,83,30,16,1009,53,62,9.4,8,0.834420675,392692,5538084
117,curiousfisherman,1,04,63,81,79,263,11,1008,67,76,9.3,9,0.033467991,449146,6014216
117,flabellare223,1,04,100,61,89,229,14,996,51,56,19.5,9,0.007290328,359145,5991149
117,greenamigo87,1,04,100,83,88,154,19,1009,71,79,0.8,8,0.825917539,140834,3036959
117,helenroberts,1,04,100,77,77,168,4,1009,56,64,0.1,5,0.005682299,395098,6160972
117,jeremymaikoetter,1,04,100,83,89,169,18,1006,71,79,1.9,6,0.819938452,69593,3037847
117,nelruzam,1,04,14,85,58,282,9,1016,49,73,0,10,0.666408726,88577,1430571
117,oddfitz,1,04,38,79,67,169,14,1005,54,66,0.7,10,0.023969391,115786,5988171
117,reallifeecology,1,04,2,83,68,151,8,1016,55,67,0,10,0.054158107,15723,1794531
117,rebeccanapoleoni,1,04,100,61,77,238,21,1000,48,56,5.5,8,0.03015246,294309,5987798
117,trainerlauri09,2,04,17,65,71,75,12,1018,39,48,0,9,0.021961401,7848,646513.5
118,allens,1,04,80,66,89,283,8,1015,52,57,1.3,8,0.868623373,14290,248540
118,billarbon,1,04,2,90,21,292,15,1004,32,73,0,10,0.002543546,542677,7798085
118,carson21,1,04,35,81,71,252,18,1003,58,71,4.7,10,0.742831192,443391,5664954
118,curiousfisherman,1,04,95,81,84,172,17,1013,69,77,0.9,8,0.086406971,449146,6014264
118,east_coast_power_cihlids,1,04,22,88,61,219,14,1010,61,77,0.1,10,0.768591125,300759,4732394
118,nv_multispeciesfishing,1,04,63,81,65,207,11,1013,59,74,1.3,9,0.03812924,535133,7083268
118,wayako,1,04,73,88,78,179,18,1006,71,82,0.2,9,0.072046731,451174,5996297
119,andyk,1,04,14,75,65,353,15,1017,48,64,0,10,0.820292789,30829,1451663
119,eangler,2,04,1,87,48,169,25,1013,45,67,0,10,0.126577136,304765,4175857
119,fishesoftexas,5,04,93.2,83.6,89.6,116.6,17.4,1008.4,73.2,82.2,0.52,7.6,0.645445694,10601,3109365.6
119,jaydraines,1,04,22,81,69,214,9,1016,63,77,48.4,7,0.139068196,90997,6006371
119,madcap3693,1,04,66,72,70,301,12,1017,52,65,3.3,8,0.17177592,135019,6143171
119,matthewherron,1,04,24,73,73,336,14,1011,53,63,0,10,0.845497712,17201,1438434
119,nv_multispeciesfishing,2,04,75,88,72,204,9,1017,66,77,5.3,9,0.097239511,535133,7083257.5
119,pmk00001,1,04,24,88,67,240,11,1018,66,81,3,9,0.141372979,204678,6069285
119,quiggifur,4,04,32,83,73,171,18,1015,66,78,0.7,9,0.14352521,505122,6905229
119,williamshailey6,1,04,17,66,79,320,17,1019,47,53,0,10,0.444663135,5843,72221
119,zman1,1,04,15,70,69,315,17,1008,46,61,0,10,0.841096793,85400,1451891
120,adrianj,1,04,74,83,88,159,20,1006,71,79,6.3,6,0.535735433,32808,6156729
120,joshualively,1,04,15,74,53,290,22,1013,45,65,0,10,0.253567333,260982,6038025
120,katiannakeller19,1,04,59,81,79,245,7,1016,63,72,12.4,8,0.179733208,396921,6017682
120,matthewherron,5,04,21.6,75,72,335.4,12.6,1011.6,53.2,64.6,0,10,0.859661586,17201,1438993.6
120,nathanwhalen,1,04,18,52,56,270,14,1016,27,43,0,10,0.255089568,640958,8099532
120,neild,1,04,2,59,53,317,15,1022,29,48,0.1,9,0.533201673,257303,4925267
120,nicklambert,1,04,45,73,83,196,8,1020,56,64,2.6,6,0.520712537,661392,8871591
120,pmk00001,1,04,100,54,86,48,12,1017,47,51,6.4,8,0.554088418,204678,5538802
120,wavelinks,1,04,84,74,88,335,11,1014,58,68,43.7,8,0.550996904,382513,4878992
121,aaronramon,2,05,0,77,51,210,10,1015,45,64,0,10,0.345507903,62176,6040228
121,fishesoftexas,2,05,31,82,64,48,7,1017,57,71,0,10,0.95027048,10601,1454202.5
121,madcap3693,1,04,61,65,70,130,9,1022,42,52,0.2,9,0.445522948,135019,6162155
121,nativefishnic,1,04,70,76,77,178,22,1006,66,74,16.5,9,0.513850215,16784,3059030
121,nicklambert,3,04,45,73,83,196,8,1020,56,64,2.6,6,0.489848576,661392,8871593
121,pmk00001,7,10,63.42857143,68.14285714,77,231.7142857,13.14285714,1011.285714,51.85714286,61.42857143,6.485714286,8.142857143,0.439646,204678,7129759.429
121,sdfeazell,1,05,22,73,65,305,12,1017,47,60,0,10,0.061361858,339215,4237907
121,stuhuffman,1,05,82,77,76,191,18,1009,64,72,6,6,0.34492794,548662,7455791
122,abeck365,1,05,0,77,55,260,10,1014,48,68,0,10,0.440611868,31231,8268342
122,cnaventi,1,05,0,76,64,288,13,1014,53,66,0,10,0.472931446,26439,6056297
122,codyjanise,4,05,32,83,67,142,7,1019,58,73,0,10,0.97798669,95303,1446908.5
122,fishesoftexas,12,05,31.91666667,82.91666667,66.75,134.1666667,7,1018.833333,57.91666667,72.83333333,0,10,0.980515056,10601,1458652.583
122,frsimkins,1,05,88,38,77,306,25,1002,33,39,4.3,6,0.452103143,224831,6052397
122,gagesmith,1,05,23,68,77,297,13,1015,50,59,0,8,0.31868133,329345,4120358
122,iveirizarry,1,05,49,61,68,131,8,1022,39,50,0.1,9,0.392256815,73667,3148689
122,jandolli,1,05,32,83,67,142,7,1019,58,73,0,10,0.986259057,95126,1450378
122,jerryd,1,05,32,83,67,142,7,1019,58,73,0,10,0.986355761,81164,1450471
122,nanofishology,8,05,32,83,67,142,7,1019,58,73,0,10,0.986310993,90526,1452052.125
122,nv_multispeciesfishing,1,05,0,79,50,269,13,1015,49,70,0,10,0.446589221,535133,7081124
122,pmk00001,3,01,48,65.66666667,76,210.6666667,10.66666667,1014.666667,45.66666667,53.66666667,2.566666667,9.333333333,0.187151286,204678,7769379.333
122,qmench,1,05,19,74,74,25,16,1014,51,62,0.6,10,0.333743007,446914,5638487
122,quiggifur,2,05,20,77,73,132,6,1020,51,67,0,8,0.977282901,505122,6563533.5
122,tom15,1,05,100,55,85,231,15,1014,45,49,9.3,9,0.323954581,174495,6753586
122,umpquamatt,4,05,70,68,79,162,4,1022,52,59,0.4,6,0.460475503,416993,6079376.5
123,bobmcd,1,05,85,45,65,177,4,1025,24,37,0.1,4,0.582530753,83288,6182985
123,conormcmahon,1,05,67,83,74,214,15,1009,63,75,4.4,8,0.595637238,201832,6093333
123,fishesoftexas,3,05,11,84,68,152,8,1017,57,73,0,10,0.998164101,10601,1456331.667
123,gagesmith,1,05,45,70,77,305,11,1015,51,59,0,7,0.300443034,329345,4120363
123,jandolli,1,05,11,84,68,152,8,1017,57,73,0,10,0.997459281,95126,1450395
123,kieran,1,05,20,75,70,282,9,1017,48,63,0.1,9,0.995199905,76543,1451184
123,madcap3693,1,05,20,75,67,284,9,1017,48,65,0.4,8,0.998498296,135019,6162444
123,quiggifur,2,05,9,82,68,196,6,1019,53,70,0,10,0.997944134,505122,6563537.5
123,suechrostek,1,05,43,43,67,308,10,1019,31,41,0,10,0.563623088,467647,6074504
124,frsimkins,1,05,22,47,64,258,9,1017,31,43,0,10,0.656403255,224831,6088159
125,gonodactylus,1,05,53,59,77,227,8,1022,42,53,0.1,8,0.161534524,188597,4758156
125,masonkbishop,1,05,29,85,70,197,9,1022,59,75,0.4,10,0.963221895,83574,1458687
125,rd912,1,05,90,60,81,63,13,1010,44,50,6.2,10,0.066160481,733853,9130891
126,brewerjones,1,05,0,54,71,348,20,1018,43,52,0,10,0.841786194,456278,6149880
126,cmoret,1,05,0,83,50,208,8,1015,48,70,0,10,0.852167138,388818,6115121
126,dhend9,1,05,0,77,47,186,9,1016,47,69,0,10,0.856314664,56527,6117325
126,jokurtz,2,05,68,49,58,57,17,1022,32,47,0.9,8,0.99713353,267179,3636146
126,wraithmell,1,05,0,70,58,287,21,1014,54,69,0,10,0.845153099,363008,6141807
127,nv_multispeciesfishing,1,05,1,72,59,280,13,1013,47,63,1.3,10,0.90959439,535133,7080874
127,rpshane,2,05,100,57,91.5,204,11,1006,50,52,30.15,7,0.001808223,109334,3118254.5
128,angelemarie,1,05,100,42,97,258,10,1011,38,39,14,6,0.012205019,19052,3118559
128,cullin,2,05,2,91,53,214,15,1004,56,77,0,10,0.230233439,298425,4212839
128,gmccurdy,2,05,13,71,69,319,12,1014,47,59,0.1,10,0.002264409,229615,3115975.5
128,grant12,1,05,43,63,66,339,20,1010,42,54,0.8,10,0.002342488,295587,3839121
128,jokurtz,1,05,6,64,60,95,10,1018,37,52,0,10,0.263145379,267179,3636156
128,pmk00001,1,05,87,70,81,262,10,1007,53,59,1.9,8,0.012540423,204678,5538872
128,quiggifur,1,05,0,81,63,262,12,1015,53,69,0,10,0.012026929,505122,6565234
128,szjhobbs,1,05,100,65,88,175,9,1012,53,58,10.8,8,0.017427848,537626,7116408
129,adammosdef,1,05,23,56,49,262,18,1012,30,48,0.7,10,0.069392178,297211,3834791
129,cuihenggang,1,05,25,87,80,192,8,1018,65,78,4.9,7,0.674621058,474164,6102003
129,gabriele-brambini,1,05,16,54,45,121,10,1011,30,50,2.9,10,0.97720148,715581,9143706
129,mako252,1,05,60,81,77,147,13,1015,66,76,1.1,8,0.987022233,18812,6154368
129,mfria631,1,05,55,83,94,133,8,1015,72,78,16.4,8,0.668980913,318214,4013052
129,pmk00001,2,05,18,73,52,299,10,1010,46,65,0,10,0.056242999,204678,5538867.5
129,quiggifur,5,10,37.8,85.6,71.2,227.6,8.4,1016.8,62.4,75.6,4.26,10,0.442140077,505122,6564223.4
129,toxmace,2,05,66,83,82,4,18,1015,66,74,2.8,10,0.695736837,341557,4268237.5
130,benjamin24,1,05,85,41,86,294,22,1004,29,33,5.8,7,0.136576146,294448,3831824
130,dgeckogirl,1,05,85,76,81,154,14,1013,64,70,3.5,5,0.998173731,112877,6226358
130,jeaniewilliams,1,05,56,58,55,181,3,1016,34,51,1.9,9,0.997778586,37314,6161777
130,jeheiple,1,05,86,63,84,159,11,1013,54,59,11.2,6,0.998173174,593014,8526838
130,knhanser1s,1,05,56,85,84,197,22,1013,68,77,23.7,7,0.572155688,96681,1474517
130,maadas,2,05,16,81,73,213,9,1013,63,73,0.3,10,0.99807843,470294,6219871
130,p_young,1,05,85,72,80,195,3,1014,57,64,2.3,7,0.998149786,649264,8274352
130,quiggifur,4,05,30,87,79,168,9,1017,66,78,1,8,0.569657059,505122,6563561.25
130,ryanandrews,2,05,80,59,91,337,14,1014,53,58.5,1.55,9.5,0.006652421,147487,2791172.5
130,tcurtis,1,05,55,63,67,222,7,1017,41,55,1,9,0.131454935,147884,3138972
131,bobinmt,1,05,85,73,86,168,17,1010,59,65,17.6,9,0.218858493,242729,3267811
131,djuth,1,05,52,88,83,168,7,1017,66,78,1.7,6,0.459464128,157587,2449909
131,grant12,1,05,52,84,50,207,10,1019,55,75,0,10,0.228557291,295587,3830816
131,mikaelb,1,05,25,83,70,29,12,1018,60,73,5.9,9,0.033585502,9685,265106
131,mspickvt,1,05,86,64,90,187,14,1006,52,60,15.8,7,0.021888626,14784,262398
131,rholt92,1,05,39,66,80,313,10,1017,49,57,2,8,0.023930385,14287,264640
131,toxmace,1,05,34,89,73,205,12,1020,68,84,2.4,10,0.491352415,341557,4873823
131,tripp1978,1,05,63,54,73,62,15,1013,42,51,2.3,9,0.99065081,253432,6184048
132,austinbennett,1,05,58,83,80,130,8,1013,62,71,4.8,6,0.296742163,392692,5538097
132,deanhend,2,05,69,81,78,188,11,1010,69,77,9.2,8,0.987025899,10828,6241023.5
132,jareddickey,1,05,100,60,92,43,14,1020,52,55,10.1,9,0.301713579,233298,3244854
132,nv_multispeciesfishing,1,05,10,89,63,245,9,1019,64,80,1.9,10,0.32732936,535133,7095307
132,philipmarkosso,1,05,68,54,89,243,16,1015,45,48,1.3,8,0.059001468,662120,9248782
132,rileypollom,1,05,38,90,67,177,10,1014,65,80,0,10,0.971323429,7651,6182868
132,tallastro,2,05,100,61,86,63,9,1010,58,60,1.1,6,0.963293996,256327,6224715.5
132,westwind78,1,05,63,77,81,213,9,1009,64,71,8.1,8,0.966624921,261480,6217171
133,allens,1,05,1,62,61,317,9,1024,34,50,0,10,0.080704829,14290,266041
133,austinbennett,1,05,54,74,73,290,17,1014,56,67,0.9,8,0.414017854,392692,5538100
133,blubayou,1,05,0,83,56,26,9,1013,54,74,0,10,0.930143087,18552,6199521
133,jessica205,1,05,52,63,65,236,6,1014,39,53,5,10,0.954787893,385804,6189150
133,pmk00001,1,05,28,89,86,135,8,1019,72,83,5.3,8,0.981391566,204678,8906414
133,redheron_lcoley,1,05,68,90,78,323,6,1021,70,87,5,6,0.324763744,660306,8292731
133,sagamoreoh,1,05,22,65,66,333,9,1011,44,57,1.2,8,0.91982654,7474,6198059
134,djuth,1,05,15,72,64,100,6,1029,40,59,0,9,0.155370291,157587,2449907
134,eattaway92,1,05,0,74,64,272,9,1012,50,64,0,10,0.867758796,151498,6314499
134,mlrosten,1,05,88,62,88,236,20,1007,54,58,12.4,10,0.527437439,176029,3167667
134,pmk00001,1,05,9,68,66,277,19,1006,51,63,0,10,0.878570371,204678,6245801
134,quiggifur,1,05,21,72,61,183,12,1010,49,63,2.6,10,0.859781965,505122,6904745
135,aaronramon,2,05,51,88,61,167,16,1012,61,77,0,10,0.803026329,62176,6238452
135,chriscanter,1,05,65,78,85,173,23,1016,66,74,5.8,9,0.265109251,13637,268673
135,daughterearth,1,05,40,68,27,210,16,1004,28,62,0,10,0.809043348,595551,7589921
135,mfria631,1,05,46,72,60,12,9,1019,49,63,0,10,0.619593353,318214,4010395
135,quiggifur,1,05,69,59,75,297,19,1014,41,49,7.1,10,0.53279502,505122,6565239
136,codyhough,1,05,36,81,64,193,26,1003,62,76,2.4,10,0.718782661,2136,6281953
136,cohen,1,05,0,88,38,190,17,1019,41,68,0,10,0.952063037,10505,684468
136,gordon_dietzman,2,05,30,69,71,134,10,1022,51,60,0,10,0.098834125,265027,8685001
